,Bedroom,Bathroom,Toilet,Price,TypeOfHouse,Totalrooms
1738,4.0,4.0,5.0,3000000.0,1,13.0
1739,5.0,5.0,6.0,7000000.0,1,16.0
1740,4.0,4.0,5.0,4000000.0,1,13.0
1741,4.0,5.0,5.0,3000000.0,1,14.0
1742,4.0,4.0,5.0,3200000.0,0,13.0
1743,4.0,6.0,6.0,3500000.0,1,16.0
1744,4.0,4.0,5.0,4500000.0,1,13.0
1746,3.0,3.0,4.0,6000000.0,0,10.0
1748,5.0,5.0,6.0,6000000.0,1,16.0
1749,3.0,3.0,4.0,2300000.0,0,10.0
1750,4.0,4.0,5.0,3000000.0,1,13.0
1751,1.0,1.0,1.0,455000.0,0,3.0
1752,1.0,1.0,1.0,815000.0,0,3.0
1753,4.0,4.0,5.0,3000000.0,1,13.0
1754,3.0,3.0,4.0,3000000.0,0,10.0
1755,4.0,5.0,5.0,5000000.0,1,14.0
1756,4.0,5.0,5.0,3000000.0,0,14.0
1757,3.0,3.0,4.0,3500000.0,0,10.0
1758,1.0,2.0,2.0,1500000.0,0,5.0
1759,2.0,3.0,3.0,2000000.0,0,8.0
1760,5.0,6.0,6.0,7000000.0,1,17.0
1761,4.0,4.0,5.0,4000000.0,0,13.0
1762,2.0,2.0,2.0,650000.0,0,6.0
1763,2.0,2.0,2.0,800000.0,0,6.0
1764,3.0,3.0,4.0,3500000.0,1,10.0
1766,2.0,4.0,4.0,2200000.0,0,10.0
1767,3.0,3.0,3.0,3000000.0,0,9.0
1768,8.0,8.0,8.0,7000000.0,1,24.0
1769,1.0,1.0,1.0,1200000.0,0,3.0
1770,5.0,5.0,5.0,7000000.0,1,15.0
1771,1.0,1.0,1.0,1900000.0,0,3.0
1772,4.0,4.0,5.0,3500000.0,1,13.0
1773,4.0,4.0,4.0,2000000.0,1,12.0
1774,4.0,5.0,4.0,1700000.0,1,13.0
1775,1.0,1.0,1.0,1900000.0,0,3.0
1776,3.0,4.0,4.0,1300000.0,0,11.0
1777,1.0,1.0,1.0,250000.0,0,3.0
1778,5.0,5.0,5.0,4000000.0,1,15.0
1779,4.0,4.0,4.0,4000000.0,1,12.0
1781,3.0,3.0,4.0,2500000.0,0,10.0
1782,1.0,1.0,1.0,600000.0,0,3.0
1783,3.0,3.0,4.0,1000000.0,0,10.0
1784,1.0,2.0,2.0,850000.0,0,5.0
1785,2.0,3.0,3.0,1200000.0,0,8.0
1787,3.0,3.0,4.0,2000000.0,0,10.0
1788,2.0,1.0,1.0,2600000.0,0,4.0
1789,1.0,1.0,1.0,700000.0,0,3.0
1790,2.0,3.0,3.0,2000000.0,0,8.0
1791,1.0,1.0,1.0,1000000.0,0,3.0
1792,1.0,1.0,1.0,450000.0,0,3.0
1795,4.0,4.0,4.0,3000000.0,1,12.0
1796,3.0,3.0,3.0,2500000.0,0,9.0
1797,1.0,1.0,1.0,400000.0,0,3.0
1798,1.0,1.0,1.0,1600000.0,0,3.0
1799,1.0,1.0,1.0,600000.0,0,3.0
1800,4.0,4.0,4.0,3000000.0,1,12.0
1801,4.0,4.0,4.0,3500000.0,0,12.0
1802,4.0,4.0,4.0,5500000.0,1,12.0
1803,1.0,1.0,2.0,1200000.0,0,4.0
1804,4.0,4.0,4.0,3500000.0,1,12.0
1805,4.0,4.0,4.0,3000000.0,0,12.0
1806,3.0,3.0,3.0,250000.0,0,9.0
1807,1.0,1.0,1.0,7000000.0,1,3.0
1808,1.0,1.0,1.0,3500000.0,0,3.0
1809,1.0,1.0,1.0,500000.0,0,3.0
1810,1.0,1.0,1.0,6000000.0,0,3.0
1812,3.0,1.0,1.0,400000.0,0,5.0
1813,1.0,1.0,2.0,800000.0,0,4.0
1814,3.0,3.0,4.0,1000000.0,0,10.0
1815,1.0,1.0,1.0,250000.0,0,3.0
1816,4.0,4.0,5.0,2000000.0,1,13.0
1817,1.0,1.0,2.0,400000.0,0,4.0
1818,2.0,2.0,3.0,800000.0,0,7.0
1819,3.0,3.0,4.0,1000000.0,0,10.0
1821,4.0,5.0,5.0,4000000.0,0,14.0
1822,4.0,5.0,5.0,3200000.0,0,14.0
1824,1.0,1.0,1.0,1300000.0,0,3.0
1825,1.0,1.0,1.0,400000.0,0,3.0
1826,3.0,3.0,3.0,3000000.0,0,9.0
1827,1.0,1.0,1.0,650000.0,0,3.0
1828,5.0,5.0,5.0,5000000.0,1,15.0
1829,2.0,2.0,2.0,2000000.0,0,6.0
1830,1.0,1.0,1.0,450000.0,0,3.0
1831,1.0,1.0,1.0,450000.0,0,3.0
1832,1.0,1.0,1.0,250000.0,0,3.0
1833,1.0,2.0,2.0,450000.0,0,5.0
1834,3.0,3.0,3.0,2000000.0,0,9.0
1835,1.0,1.0,1.0,7000000.0,0,3.0
1836,1.0,1.0,1.0,300000.0,0,3.0
1837,4.0,1.0,1.0,4500000.0,0,6.0
1838,4.0,4.0,5.0,1800000.0,1,13.0
1839,5.0,5.0,6.0,3000000.0,1,16.0
1840,4.0,5.0,5.0,2500000.0,1,14.0
1841,1.0,1.0,1.0,1500000.0,0,3.0
1843,4.0,5.0,5.0,7000000.0,1,14.0
1844,3.0,3.0,4.0,2500000.0,1,10.0
1845,1.0,1.0,1.0,6000000.0,0,3.0
1846,3.0,3.0,3.0,800000.0,0,9.0
1847,2.0,2.0,3.0,2000000.0,0,7.0
1848,4.0,4.0,4.0,3500000.0,0,12.0
1849,4.0,4.0,5.0,3500000.0,0,13.0
1850,3.0,3.0,4.0,2500000.0,0,10.0
1851,5.0,5.0,5.0,5000000.0,1,15.0
1853,4.0,4.0,4.0,250000.0,0,12.0
1854,3.0,1.0,1.0,2500000.0,0,5.0
1855,2.0,3.0,3.0,2200000.0,0,8.0
1856,3.0,3.0,4.0,1400000.0,0,10.0
1858,4.0,4.0,5.0,3000000.0,1,13.0
1859,5.0,5.0,5.0,6000000.0,1,15.0
1860,3.0,3.0,4.0,1700000.0,0,10.0
1862,5.0,5.0,5.0,7000000.0,1,15.0
1864,4.0,4.0,4.0,4500000.0,1,12.0
1865,2.0,1.0,1.0,2000000.0,0,4.0
1866,2.0,2.0,3.0,1700000.0,0,7.0
1867,1.0,1.0,1.0,1600000.0,0,3.0
1868,1.0,1.0,1.0,7000000.0,1,3.0
1869,4.0,4.0,5.0,2500000.0,1,13.0
1870,3.0,3.0,4.0,3000000.0,0,10.0
1871,1.0,1.0,1.0,1300000.0,0,3.0
1872,3.0,3.0,4.0,2500000.0,0,10.0
1873,3.0,3.0,4.0,1400000.0,0,10.0
1874,2.0,1.0,1.0,825000.0,0,4.0
1875,2.0,2.0,3.0,2500000.0,0,7.0
1876,2.0,2.0,3.0,3500000.0,0,7.0
1877,4.0,4.0,4.0,4500000.0,1,12.0
1878,2.0,2.0,3.0,2000000.0,0,7.0
1879,3.0,3.0,4.0,250000.0,0,10.0
1880,1.0,1.0,1.0,2100000.0,0,3.0
1881,3.0,3.0,4.0,5000000.0,0,10.0
1882,4.0,5.0,5.0,1000000.0,1,14.0
1883,3.0,1.0,1.0,3000000.0,0,5.0
1884,3.0,4.0,4.0,3800000.0,0,11.0
1885,4.0,4.0,4.0,2700000.0,1,12.0
1886,3.0,1.0,1.0,2500000.0,0,5.0
1887,4.0,4.0,5.0,5000000.0,1,13.0
1888,2.0,1.0,1.0,2500000.0,0,4.0
1889,4.0,4.0,5.0,3600000.0,1,13.0
1891,4.0,1.0,1.0,4000000.0,0,6.0
1892,4.0,4.0,4.0,3500000.0,1,12.0
1893,4.0,4.0,4.0,3500000.0,1,12.0
1894,4.0,1.0,1.0,3000000.0,1,6.0
1896,4.0,5.0,5.0,2300000.0,1,14.0
1897,4.0,4.0,5.0,3000000.0,1,13.0
1898,4.0,1.0,1.0,3500000.0,1,6.0
1899,5.0,6.0,5.0,7000000.0,1,16.0
1900,5.0,5.0,5.0,7000000.0,1,15.0
1901,4.0,1.0,1.0,4000000.0,1,6.0
1902,2.0,2.0,3.0,1500000.0,0,7.0
1903,3.0,4.0,4.0,700000.0,0,11.0
1904,5.0,1.0,1.0,6000000.0,1,7.0
1905,3.0,4.0,4.0,1600000.0,0,11.0
1906,3.0,1.0,1.0,2200000.0,0,5.0
1907,4.0,4.0,4.0,3000000.0,0,12.0
1908,4.0,4.0,5.0,3000000.0,1,13.0
1909,1.0,1.0,2.0,1000000.0,0,4.0
1910,4.0,4.0,5.0,4500000.0,1,13.0
1912,3.0,3.0,4.0,1800000.0,0,10.0
1913,4.0,4.0,5.0,2500000.0,1,13.0
1914,1.0,1.0,1.0,1500000.0,0,3.0
1915,2.0,2.0,2.0,2000000.0,0,6.0
1916,1.0,1.0,1.0,800000.0,0,3.0
1917,1.0,1.0,1.0,900000.0,0,3.0
1919,1.0,1.0,1.0,1600000.0,0,3.0
1920,5.0,1.0,1.0,7000000.0,1,7.0
1921,5.0,5.0,6.0,4500000.0,1,16.0
1923,3.0,3.0,4.0,2400000.0,0,10.0
1924,5.0,5.0,5.0,7000000.0,1,15.0
1925,4.0,1.0,1.0,4500000.0,1,6.0
1926,2.0,1.0,1.0,2500000.0,0,4.0
1927,3.0,3.0,4.0,1500000.0,0,10.0
1928,3.0,3.0,4.0,5000000.0,0,10.0
1929,3.0,3.0,4.0,3000000.0,0,10.0
1930,4.0,1.0,1.0,2000000.0,0,6.0
1931,5.0,5.0,5.0,6000000.0,0,15.0
1932,4.0,4.0,4.0,3500000.0,1,12.0
1933,3.0,1.0,1.0,1500000.0,1,5.0
1934,2.0,2.0,2.0,2000000.0,0,6.0
1936,2.0,3.0,3.0,1000000.0,0,8.0
1937,1.0,1.0,1.0,3000000.0,0,3.0
1938,1.0,1.0,1.0,1500000.0,0,3.0
1939,3.0,3.0,3.0,2500000.0,0,9.0
1940,5.0,5.0,5.0,4500000.0,1,15.0
1941,5.0,1.0,1.0,7000000.0,1,7.0
1942,4.0,1.0,1.0,4000000.0,0,6.0
1943,1.0,1.0,1.0,850000.0,0,3.0
1944,1.0,1.0,1.0,1200000.0,0,3.0
1945,2.0,2.0,3.0,2000000.0,0,7.0
1947,4.0,4.0,5.0,2300000.0,1,13.0
1948,5.0,5.0,6.0,5000000.0,0,16.0
1949,4.0,4.0,5.0,5000000.0,1,13.0
1950,3.0,1.0,1.0,2500000.0,0,5.0
1951,6.0,6.0,6.0,7000000.0,1,18.0
1952,3.0,3.0,3.0,3000000.0,0,9.0
1953,2.0,2.0,3.0,2500000.0,0,7.0
1954,2.0,1.0,1.0,3500000.0,0,4.0
1955,3.0,1.0,1.0,2700000.0,0,5.0
1956,1.0,1.0,1.0,600000.0,0,3.0
1957,5.0,1.0,1.0,5000000.0,1,7.0
1958,5.0,5.0,5.0,7000000.0,1,15.0
1960,3.0,1.0,1.0,3500000.0,0,5.0
1961,1.0,1.0,1.0,4000000.0,1,3.0
1962,4.0,4.0,5.0,4500000.0,1,13.0
1963,1.0,1.0,2.0,1400000.0,0,4.0
1964,4.0,1.0,1.0,2700000.0,1,6.0
1965,1.0,1.0,1.0,1700000.0,0,3.0
1966,1.0,1.0,1.0,1800000.0,1,3.0
1967,3.0,3.0,4.0,1700000.0,0,10.0
1968,1.0,1.0,1.0,300000.0,0,3.0
1969,2.0,1.0,1.0,1800000.0,0,4.0
1970,2.0,2.0,3.0,1800000.0,0,7.0
1971,3.0,1.0,1.0,1500000.0,0,5.0
1972,2.0,1.0,1.0,1900000.0,0,4.0
1973,3.0,3.0,4.0,2500000.0,0,10.0
1974,3.0,3.0,4.0,2200000.0,1,10.0
1975,3.0,1.0,1.0,2500000.0,0,5.0
1976,2.0,2.0,3.0,1000000.0,0,7.0
1977,4.0,4.0,4.0,3500000.0,0,12.0
1978,1.0,1.0,1.0,1100000.0,0,3.0
1979,3.0,3.0,4.0,5000000.0,0,10.0
1981,3.0,3.0,3.0,2000000.0,0,9.0
1982,4.0,1.0,1.0,5000000.0,1,6.0
1983,3.0,4.0,4.0,1600000.0,0,11.0
1984,4.0,5.0,5.0,2500000.0,1,14.0
1985,2.0,2.0,1.0,2000000.0,0,5.0
1986,1.0,1.0,1.0,1600000.0,0,3.0
1987,3.0,1.0,1.0,4000000.0,0,5.0
1988,4.0,5.0,5.0,1500000.0,1,14.0
1989,1.0,1.0,1.0,500000.0,0,3.0
1991,2.0,3.0,3.0,600000.0,0,8.0
1992,4.0,4.0,5.0,3000000.0,1,13.0
1993,4.0,4.0,4.0,4500000.0,0,12.0
1994,3.0,3.0,4.0,3500000.0,0,10.0
1995,4.0,5.0,5.0,2000000.0,1,14.0
1996,3.0,3.0,4.0,3200000.0,1,10.0
1998,1.0,1.0,1.0,1500000.0,0,3.0
1999,3.0,4.0,4.0,3000000.0,0,11.0
2000,3.0,3.0,4.0,3800000.0,0,10.0
2003,4.0,4.0,4.0,3000000.0,1,12.0
2004,4.0,4.0,4.0,3500000.0,1,12.0
2005,3.0,3.0,5.0,3500000.0,1,11.0
2006,5.0,5.0,6.0,5000000.0,1,16.0
2007,2.0,3.0,3.0,2000000.0,0,8.0
2008,5.0,1.0,1.0,2800000.0,1,7.0
2009,1.0,1.0,1.0,500000.0,0,3.0
2011,3.0,4.0,4.0,2500000.0,0,11.0
2012,2.0,2.0,3.0,3000000.0,0,7.0
2013,3.0,3.0,3.0,1800000.0,0,9.0
2014,3.0,1.0,1.0,2300000.0,0,5.0
2015,2.0,2.0,3.0,1500000.0,0,7.0
2016,2.0,2.0,2.0,1200000.0,0,6.0
2017,5.0,5.0,6.0,6000000.0,0,16.0
2018,4.0,1.0,1.0,3500000.0,0,6.0
2019,1.0,1.0,1.0,3500000.0,1,3.0
2020,1.0,1.0,1.0,3000000.0,1,3.0
2021,4.0,1.0,1.0,4000000.0,1,6.0
2022,4.0,1.0,1.0,2500000.0,0,6.0
2023,4.0,4.0,5.0,3500000.0,1,13.0
2025,1.0,1.0,1.0,1000000.0,1,3.0
2026,4.0,4.0,4.0,3000000.0,0,12.0
2027,1.0,1.0,1.0,450000.0,0,3.0
2028,4.0,4.0,5.0,2300000.0,1,13.0
2029,3.0,3.0,4.0,3000000.0,0,10.0
2030,3.0,3.0,4.0,3500000.0,0,10.0
2031,3.0,3.0,3.0,3000000.0,0,9.0
2032,5.0,1.0,1.0,5000000.0,1,7.0
2033,1.0,1.0,1.0,1700000.0,0,3.0
2034,4.0,4.0,5.0,7000000.0,0,13.0
2035,3.0,3.0,3.0,1800000.0,0,9.0
2036,4.0,4.0,5.0,3500000.0,1,13.0
2037,4.0,4.0,5.0,3000000.0,0,13.0
2038,3.0,3.0,3.0,2000000.0,0,9.0
2039,5.0,1.0,1.0,3000000.0,1,7.0
2040,3.0,1.0,1.0,6000000.0,1,5.0
2042,4.0,4.0,4.0,7000000.0,1,12.0
2043,3.0,1.0,1.0,3000000.0,0,5.0
2044,1.0,1.0,1.0,500000.0,0,3.0
2045,4.0,4.0,5.0,2000000.0,1,13.0
2046,5.0,5.0,6.0,3500000.0,1,16.0
2047,1.0,1.0,1.0,250000.0,0,3.0
2049,4.0,5.0,7.0,3000000.0,1,16.0
2050,6.0,6.0,7.0,7000000.0,1,19.0
2051,1.0,1.0,1.0,750000.0,1,3.0
2052,1.0,1.0,1.0,1500000.0,0,3.0
2053,3.0,4.0,4.0,3000000.0,0,11.0
2054,3.0,5.0,5.0,3000000.0,0,13.0
2055,4.0,4.0,5.0,6500000.0,0,13.0
2056,2.0,1.0,1.0,1600000.0,0,4.0
2057,1.0,1.0,1.0,600000.0,0,3.0
2058,2.0,3.0,3.0,600000.0,0,8.0
2059,3.0,4.0,4.0,1000000.0,0,11.0
2060,1.0,1.0,1.0,2500000.0,0,3.0
2061,3.0,3.0,4.0,2300000.0,0,10.0
2062,2.0,2.0,2.0,2000000.0,0,6.0
2063,3.0,3.0,4.0,2000000.0,0,10.0
2064,3.0,1.0,1.0,3000000.0,0,5.0
2065,1.0,1.0,1.0,650000.0,0,3.0
2066,6.0,6.0,7.0,7000000.0,1,19.0
2067,3.0,4.0,4.0,3000000.0,0,11.0
2069,1.0,1.0,1.0,1000000.0,0,3.0
2071,4.0,1.0,1.0,3500000.0,1,6.0
2072,4.0,4.0,5.0,7000000.0,1,13.0
2073,4.0,1.0,1.0,3500000.0,1,6.0
2074,4.0,4.0,4.0,3000000.0,1,12.0
2076,3.0,3.0,4.0,1800000.0,0,10.0
2079,4.0,5.0,6.0,7000000.0,1,15.0
2080,4.0,4.0,5.0,3300000.0,1,13.0
2081,3.0,3.0,4.0,2500000.0,0,10.0
2082,3.0,3.0,4.0,2000000.0,0,10.0
2083,1.0,1.0,1.0,600000.0,0,3.0
2084,3.0,3.0,4.0,2500000.0,0,10.0
2085,1.0,1.0,1.0,500000.0,0,3.0
2086,3.0,4.0,4.0,2800000.0,0,11.0
2088,1.0,2.0,2.0,450000.0,0,5.0
2089,1.0,1.0,1.0,850000.0,1,3.0
2090,5.0,1.0,1.0,4000000.0,0,7.0
2091,4.0,1.0,1.0,4000000.0,1,6.0
2092,4.0,4.0,4.0,3000000.0,1,12.0
2093,1.0,2.0,2.0,450000.0,0,5.0
2094,5.0,5.0,6.0,3000000.0,0,16.0
2095,6.0,1.0,1.0,2500000.0,0,8.0
2096,1.0,1.0,1.0,250000.0,0,3.0
2097,3.0,4.0,4.0,2500000.0,0,11.0
2099,3.0,3.0,3.0,1500000.0,0,9.0
2100,5.0,5.0,5.0,6000000.0,1,15.0
2101,6.0,6.0,6.0,7000000.0,1,18.0
2102,3.0,3.0,4.0,4000000.0,0,10.0
2103,1.0,2.0,2.0,1700000.0,0,5.0
2104,3.0,2.0,2.0,3200000.0,0,7.0
2105,3.0,4.0,4.0,7000000.0,0,11.0
2106,2.0,1.0,1.0,800000.0,0,4.0
2107,2.0,1.0,1.0,1200000.0,0,4.0
2108,3.0,3.0,4.0,1850000.0,0,10.0
2109,1.0,1.0,1.0,500000.0,0,3.0
2110,1.0,1.0,1.0,1200000.0,0,3.0
2111,1.0,1.0,1.0,300000.0,0,3.0
2112,1.0,1.0,1.0,3000000.0,1,3.0
2113,3.0,3.0,4.0,2000000.0,0,10.0
2114,3.0,3.0,3.0,850000.0,0,9.0
2115,4.0,4.0,4.0,3000000.0,1,12.0
2116,4.0,1.0,1.0,7000000.0,0,6.0
2117,3.0,1.0,1.0,3000000.0,0,5.0
2118,4.0,1.0,1.0,3500000.0,0,6.0
2119,2.0,1.0,1.0,3000000.0,0,4.0
2120,3.0,3.0,4.0,2500000.0,0,10.0
2122,3.0,3.0,4.0,2200000.0,0,10.0
2123,4.0,4.0,5.0,4000000.0,1,13.0
2125,1.0,1.0,1.0,400000.0,1,3.0
2126,1.0,1.0,1.0,900000.0,0,3.0
2127,1.0,1.0,1.0,700000.0,0,3.0
2128,2.0,2.0,3.0,1700000.0,1,7.0
2129,1.0,1.0,2.0,1500000.0,0,4.0
2130,1.0,1.0,1.0,500000.0,0,3.0
2131,2.0,2.0,3.0,1000000.0,0,7.0
2132,1.0,1.0,1.0,850000.0,0,3.0
2133,1.0,1.0,2.0,900000.0,0,4.0
2134,3.0,3.0,4.0,1500000.0,0,10.0
2135,3.0,3.0,4.0,3000000.0,0,10.0
2138,3.0,3.0,4.0,1700000.0,0,10.0
2139,3.0,3.0,4.0,4000000.0,1,10.0
2140,3.0,3.0,4.0,1800000.0,0,10.0
2141,1.0,1.0,1.0,1300000.0,0,3.0
2142,1.0,1.0,1.0,1000000.0,0,3.0
2143,4.0,5.0,5.0,4000000.0,1,14.0
2144,4.0,5.0,5.0,4000000.0,1,14.0
2145,1.0,1.0,1.0,1500000.0,0,3.0
2146,1.0,1.0,1.0,1400000.0,0,3.0
2147,5.0,5.0,6.0,6000000.0,1,16.0
2148,4.0,4.0,5.0,6000000.0,1,13.0
2149,7.0,7.0,8.0,7000000.0,1,22.0
2150,4.0,4.0,5.0,3500000.0,1,13.0
2151,4.0,6.0,6.0,7000000.0,1,16.0
2152,3.0,3.0,4.0,3000000.0,1,10.0
2153,3.0,3.0,4.0,3000000.0,1,10.0
2154,3.0,3.0,4.0,2750000.0,0,10.0
2155,2.0,2.0,3.0,1400000.0,0,7.0
2156,1.0,1.0,1.0,250000.0,0,3.0
2157,4.0,4.0,5.0,3000000.0,1,13.0
2158,3.0,3.0,2.0,7000000.0,0,8.0
2159,1.0,2.0,1.0,1200000.0,0,4.0
2160,1.0,1.0,1.0,250000.0,0,3.0
2161,1.0,2.0,2.0,350000.0,0,5.0
2162,2.0,2.0,3.0,2500000.0,0,7.0
2163,2.0,2.0,3.0,2000000.0,0,7.0
2164,1.0,1.0,1.0,750000.0,0,3.0
2165,1.0,1.0,1.0,1000000.0,0,3.0
2166,1.0,1.0,1.0,700000.0,0,3.0
2167,1.0,1.0,1.0,300000.0,0,3.0
2168,2.0,2.0,3.0,2000000.0,0,7.0
2169,2.0,1.0,2.0,750000.0,0,5.0
2170,5.0,5.0,6.0,3000000.0,1,16.0
2171,3.0,3.0,3.0,1800000.0,0,9.0
2172,4.0,4.0,4.0,1900000.0,0,12.0
2173,2.0,3.0,3.0,1500000.0,0,8.0
2175,3.0,3.0,4.0,2750000.0,0,10.0
2176,2.0,2.0,3.0,2800000.0,0,7.0
2177,5.0,5.0,6.0,6000000.0,1,16.0
2178,2.0,2.0,3.0,800000.0,0,7.0
2179,1.0,1.0,1.0,800000.0,0,3.0
2180,1.0,1.0,1.0,800000.0,0,3.0
2181,5.0,6.0,6.0,5000000.0,1,17.0
2182,1.0,1.0,1.0,1500000.0,0,3.0
2183,2.0,2.0,3.0,2000000.0,0,7.0
2184,1.0,1.0,1.0,250000.0,0,3.0
2185,2.0,2.0,2.0,1200000.0,0,6.0
2186,3.0,3.0,4.0,600000.0,0,10.0
2187,2.0,2.0,3.0,2500000.0,1,7.0
2188,3.0,3.0,4.0,2900000.0,1,10.0
2189,4.0,4.0,5.0,2800000.0,1,13.0
2190,1.0,1.0,1.0,1900000.0,0,3.0
2191,1.0,1.0,1.0,6500000.0,0,3.0
2192,2.0,2.0,2.0,1200000.0,0,6.0
2193,2.0,2.0,3.0,1800000.0,0,7.0
2194,1.0,1.0,1.0,1000000.0,0,3.0
2195,3.0,3.0,3.0,900000.0,0,9.0
2196,3.0,3.0,3.0,5750000.0,0,9.0
2197,5.0,5.0,6.0,7000000.0,1,16.0
2198,3.0,3.0,4.0,2500000.0,0,10.0
2199,1.0,1.0,1.0,650000.0,0,3.0
2200,4.0,4.0,5.0,2800000.0,0,13.0
2201,4.0,4.0,5.0,2700000.0,0,13.0
2205,3.0,3.0,4.0,2700000.0,0,10.0
2206,4.0,5.0,5.0,6000000.0,1,14.0
2207,1.0,1.0,1.0,1000000.0,0,3.0
2208,1.0,1.0,1.0,600000.0,0,3.0
2209,2.0,2.0,3.0,2500000.0,0,7.0
2210,1.0,1.0,1.0,7000000.0,0,3.0
2211,2.0,3.0,3.0,1000000.0,0,8.0
2212,2.0,3.0,3.0,1000000.0,0,8.0
2213,1.0,1.0,1.0,250000.0,0,3.0
2214,1.0,1.0,1.0,1500000.0,0,3.0
2215,2.0,2.0,3.0,1000000.0,0,7.0
2216,4.0,4.0,5.0,2700000.0,1,13.0
2217,4.0,4.0,5.0,2700000.0,1,13.0
2218,4.0,4.0,5.0,2800000.0,1,13.0
2219,3.0,3.0,4.0,5000000.0,0,10.0
2220,2.0,2.0,2.0,1200000.0,0,6.0
2221,3.0,3.0,4.0,2300000.0,0,10.0
2222,4.0,4.0,5.0,3000000.0,0,13.0
2223,1.0,1.0,1.0,1000000.0,0,3.0
2224,4.0,4.0,4.0,250000.0,0,12.0
2225,4.0,4.0,5.0,250000.0,0,13.0
2226,4.0,4.0,5.0,2000000.0,1,13.0
2227,2.0,1.0,1.0,1000000.0,0,4.0
2228,3.0,3.0,4.0,2800000.0,0,10.0
2229,1.0,1.0,1.0,500000.0,0,3.0
2230,1.0,1.0,1.0,650000.0,0,3.0
2231,1.0,1.0,1.0,300000.0,0,3.0
2232,3.0,3.0,5.0,2700000.0,0,11.0
2233,2.0,1.0,1.0,1200000.0,0,4.0
2234,2.0,1.0,2.0,1500000.0,0,5.0
2235,1.0,1.0,1.0,600000.0,0,3.0
2236,1.0,1.0,1.0,600000.0,0,3.0
2237,1.0,1.0,1.0,250000.0,0,3.0
2238,1.0,1.0,1.0,250000.0,0,3.0
2239,2.0,2.0,3.0,1600000.0,0,7.0
2240,4.0,4.0,5.0,5000000.0,1,13.0
2241,4.0,4.0,5.0,7000000.0,1,13.0
2242,1.0,1.0,1.0,5000000.0,1,3.0
2243,1.0,1.0,1.0,275000.0,0,3.0
2244,2.0,2.0,3.0,400000.0,0,7.0
2245,4.0,5.0,5.0,3000000.0,1,14.0
2246,1.0,1.0,1.0,400000.0,0,3.0
2247,3.0,3.0,4.0,1800000.0,0,10.0
2248,3.0,3.0,4.0,1800000.0,0,10.0
2251,2.0,2.0,3.0,1700000.0,0,7.0
2252,1.0,1.0,1.0,1300000.0,0,3.0
2253,1.0,1.0,1.0,1100000.0,0,3.0
2254,3.0,3.0,3.0,1700000.0,0,9.0
2255,3.0,4.0,4.0,2500000.0,0,11.0
2256,2.0,2.0,3.0,2000000.0,0,7.0
2257,5.0,6.0,6.0,250000.0,1,17.0
2258,3.0,3.0,4.0,2000000.0,0,10.0
2259,5.0,6.0,6.0,5000000.0,1,17.0
2260,3.0,3.0,4.0,2000000.0,0,10.0
2261,4.0,4.0,5.0,4500000.0,1,13.0
2262,5.0,5.0,6.0,4500000.0,1,16.0
2263,5.0,5.0,5.0,6000000.0,0,15.0
2265,1.0,1.0,1.0,7000000.0,0,3.0
2266,2.0,3.0,3.0,2730000.0,0,8.0
2267,4.0,5.0,5.0,2500000.0,0,14.0
2268,2.0,2.0,3.0,1600000.0,0,7.0
2269,3.0,3.0,4.0,3000000.0,0,10.0
2271,4.0,4.0,5.0,2800000.0,1,13.0
2272,3.0,3.0,3.0,2500000.0,1,9.0
2273,3.0,3.0,4.0,2000000.0,0,10.0
2274,4.0,4.0,5.0,2800000.0,1,13.0
2275,2.0,2.0,3.0,1800000.0,0,7.0
2276,3.0,3.0,3.0,1000000.0,0,9.0
2277,3.0,3.0,4.0,4500000.0,0,10.0
2278,4.0,4.0,5.0,7000000.0,1,13.0
2279,4.0,4.0,4.0,4000000.0,1,12.0
2280,3.0,3.0,4.0,4500000.0,1,10.0
2281,2.0,2.0,3.0,1600000.0,0,7.0
2283,1.0,1.0,2.0,1200000.0,0,4.0
2284,4.0,4.0,4.0,2500000.0,0,12.0
2285,4.0,5.0,5.0,3000000.0,0,14.0
2286,5.0,6.0,6.0,7000000.0,1,17.0
2287,4.0,4.0,5.0,3500000.0,0,13.0
2288,5.0,5.0,6.0,7000000.0,1,16.0
2289,4.0,4.0,4.0,4500000.0,0,12.0
2290,1.0,1.0,1.0,7000000.0,0,3.0
2291,5.0,6.0,6.0,5000000.0,1,17.0
2292,3.0,3.0,4.0,2300000.0,0,10.0
2293,1.0,1.0,1.0,1500000.0,0,3.0
2294,4.0,4.0,5.0,4000000.0,1,13.0
2295,4.0,4.0,5.0,2500000.0,1,13.0
2296,1.0,1.0,1.0,2000000.0,0,3.0
2297,3.0,3.0,3.0,3000000.0,0,9.0
2298,3.0,3.0,4.0,2000000.0,0,10.0
2299,4.0,4.0,5.0,3000000.0,1,13.0
2300,2.0,2.0,2.0,2500000.0,0,6.0
2302,5.0,5.0,5.0,5000000.0,1,15.0
2303,4.0,4.0,5.0,3000000.0,0,13.0
2304,4.0,1.0,1.0,2200000.0,1,6.0
2305,2.0,2.0,2.0,2500000.0,0,6.0
2306,5.0,5.0,5.0,4000000.0,0,15.0
2307,1.0,1.0,1.0,1200000.0,0,3.0
2308,4.0,4.0,5.0,3000000.0,0,13.0
2309,5.0,5.0,6.0,4500000.0,1,16.0
2310,4.0,4.0,4.0,4200000.0,1,12.0
